,respondent_id,seasonal_vaccine,xyz_vaccine
7265,33972,0.7,0.7
7266,33973,0.2,0.2
7267,33974,0.2,0.2
7268,33975,0.0,0.0
7269,33976,0.2,0.2
7270,33977,0.2,0.2
7271,33978,0.2,0.2
7272,33979,0.2,0.2
7273,33980,0.2,0.2
7274,33981,0.6,0.6
7275,33982,0.4,0.4
7276,33983,0.6,0.6
7277,33984,0.2,0.2
7278,33985,0.0,0.0
7279,33986,0.2,0.2
7280,33987,0.2,0.2
7281,33988,0.2,0.2
7282,33989,0.2,0.2
7283,33990,0.8,0.8
7284,33991,0.1,0.1
7285,33992,0.2,0.2
7286,33993,0.1,0.1
7287,33994,0.2,0.2
7288,33995,0.6,0.6
7289,33996,0.5,0.5
7290,33997,0.4,0.4
7291,33998,0.1,0.1
7292,33999,0.4,0.4
7293,34000,0.8,0.8
7294,34001,0.2,0.2
7295,34002,0.8,0.8
7296,34003,0.2,0.2
7297,34004,0.8,0.8
7298,34005,0.3,0.3
7299,34006,0.1,0.1
7300,34007,0.4,0.4
7301,34008,0.7,0.7
7302,34009,0.3,0.3
7303,34010,0.1,0.1
7304,34011,0.8,0.8
7305,34012,0.2,0.2
7306,34013,0.2,0.2
7307,34014,0.6,0.6
7308,34015,0.0,0.0
7309,34016,0.2,0.2
7310,34017,0.2,0.2
7311,34018,0.3,0.3
7312,34019,0.2,0.2
7313,34020,0.6,0.6
7314,34021,0.4,0.4
7315,34022,0.6,0.6
7316,34023,0.7,0.7
7317,34024,0.3,0.3
7318,34025,0.6,0.6
7319,34026,0.8,0.8
7320,34027,0.3,0.3
7321,34028,0.1,0.1
7322,34029,0.4,0.4
7323,34030,0.3,0.3
7324,34031,0.3,0.3
7325,34032,0.6,0.6
7326,34033,0.8,0.8
7327,34034,0.2,0.2
7328,34035,0.6,0.6
7329,34036,0.5,0.5
7330,34037,0.4,0.4
7331,34038,0.4,0.4
7332,34039,0.8,0.8
7333,34040,0.2,0.2
7334,34041,0.7,0.7
7335,34042,0.8,0.8
7336,34043,0.7,0.7
7337,34044,0.2,0.2
7338,34045,0.2,0.2
7339,34046,0.3,0.3
7340,34047,0.7,0.7
7341,34048,0.6,0.6
7342,34049,0.3,0.3
7343,34050,0.2,0.2
7344,34051,0.1,0.1
7345,34052,0.1,0.1
7346,34053,0.3,0.3
7347,34054,0.1,0.1
7348,34055,0.1,0.1
7349,34056,0.7,0.7
7350,34057,0.8,0.8
7351,34058,0.2,0.2
7352,34059,0.8,0.8
7353,34060,0.6,0.6
7354,34061,0.2,0.2
7355,34062,0.7,0.7
7356,34063,0.2,0.2
7357,34064,0.6,0.6
7358,34065,0.2,0.2
7359,34066,0.3,0.3
7360,34067,0.3,0.3
7361,34068,0.1,0.1
7362,34069,0.1,0.1
7363,34070,0.1,0.1
7364,34071,0.8,0.8
7365,34072,0.3,0.3
7366,34073,0.1,0.1
7367,34074,0.7,0.7
7368,34075,0.3,0.3
7369,34076,0.2,0.2
7370,34077,0.9,0.9
7371,34078,0.2,0.2
7372,34079,0.1,0.1
7373,34080,0.1,0.1
7374,34081,0.3,0.3
7375,34082,0.0,0.0
7376,34083,0.4,0.4
7377,34084,0.3,0.3
7378,34085,0.8,0.8
7379,34086,0.2,0.2
7380,34087,0.6,0.6
7381,34088,0.1,0.1
7382,34089,0.5,0.5
7383,34090,0.1,0.1
7384,34091,0.2,0.2
7385,34092,0.1,0.1
7386,34093,0.5,0.5
7387,34094,0.5,0.5
7388,34095,0.1,0.1
7389,34096,0.0,0.0
7390,34097,0.8,0.8
7391,34098,0.1,0.1
7392,34099,0.2,0.2
7393,34100,0.5,0.5
7394,34101,0.4,0.4
7395,34102,0.1,0.1
7396,34103,0.1,0.1
7397,34104,0.0,0.0
7398,34105,0.5,0.5
7399,34106,0.3,0.3
7400,34107,0.9,0.9
7401,34108,0.2,0.2
7402,34109,0.3,0.3
7403,34110,0.0,0.0
7404,34111,0.2,0.2
7405,34112,0.2,0.2
7406,34113,0.7,0.7
7407,34114,0.2,0.2
7408,34115,0.2,0.2
7409,34116,0.6,0.6
7410,34117,0.3,0.3
7411,34118,0.4,0.4
7412,34119,0.2,0.2
7413,34120,0.2,0.2
7414,34121,0.3,0.3
7415,34122,0.6,0.6
7416,34123,0.2,0.2
7417,34124,0.5,0.5
7418,34125,0.1,0.1
7419,34126,0.1,0.1
7420,34127,0.6,0.6
7421,34128,0.1,0.1
7422,34129,0.2,0.2
7423,34130,0.7,0.7
7424,34131,0.8,0.8
7425,34132,0.2,0.2
7426,34133,0.1,0.1
7427,34134,0.6,0.6
7428,34135,0.4,0.4
7429,34136,0.3,0.3
7430,34137,0.4,0.4
7431,34138,0.2,0.2
7432,34139,0.7,0.7
7433,34140,0.3,0.3
7434,34141,0.5,0.5
7435,34142,0.2,0.2
7436,34143,0.5,0.5
7437,34144,0.8,0.8
7438,34145,0.5,0.5
7439,34146,0.6,0.6
7440,34147,0.3,0.3
7441,34148,0.4,0.4
7442,34149,0.7,0.7
7443,34150,0.9,0.9
7444,34151,0.3,0.3
7445,34152,0.6,0.6
7446,34153,0.4,0.4
7447,34154,0.2,0.2
7448,34155,0.3,0.3
7449,34156,0.6,0.6
7450,34157,0.1,0.1
7451,34158,0.4,0.4
7452,34159,0.7,0.7
7453,34160,0.4,0.4
7454,34161,0.4,0.4
7455,34162,0.4,0.4
7456,34163,0.5,0.5
7457,34164,0.2,0.2
7458,34165,0.8,0.8
7459,34166,0.4,0.4
7460,34167,0.2,0.2
7461,34168,0.2,0.2
7462,34169,0.3,0.3
7463,34170,0.5,0.5
7464,34171,0.1,0.1
7465,34172,0.3,0.3
7466,34173,0.2,0.2
7467,34174,0.3,0.3
7468,34175,0.2,0.2
7469,34176,0.2,0.2
7470,34177,0.2,0.2
7471,34178,0.1,0.1
7472,34179,0.2,0.2
7473,34180,0.1,0.1
7474,34181,0.4,0.4
7475,34182,0.3,0.3
7476,34183,0.1,0.1
7477,34184,0.6,0.6
7478,34185,0.4,0.4
7479,34186,0.4,0.4
7480,34187,0.6,0.6
7481,34188,0.2,0.2
7482,34189,0.6,0.6
7483,34190,0.3,0.3
7484,34191,0.1,0.1
7485,34192,0.8,0.8
7486,34193,0.6,0.6
7487,34194,0.1,0.1
7488,34195,0.9,0.9
7489,34196,0.1,0.1
7490,34197,0.6,0.6
7491,34198,0.6,0.6
7492,34199,0.8,0.8
7493,34200,0.6,0.6
7494,34201,0.6,0.6
7495,34202,0.4,0.4
7496,34203,0.4,0.4
7497,34204,0.8,0.8
7498,34205,0.8,0.8
7499,34206,0.4,0.4
7500,34207,0.3,0.3
7501,34208,0.3,0.3
7502,34209,0.1,0.1
7503,34210,0.7,0.7
7504,34211,0.2,0.2
7505,34212,0.6,0.6
7506,34213,0.6,0.6
7507,34214,0.6,0.6
7508,34215,0.1,0.1
7509,34216,0.9,0.9
7510,34217,0.8,0.8
7511,34218,0.5,0.5
7512,34219,0.7,0.7
7513,34220,0.8,0.8
7514,34221,0.7,0.7
7515,34222,0.4,0.4
7516,34223,0.7,0.7
7517,34224,0.7,0.7
7518,34225,0.6,0.6
7519,34226,0.3,0.3
7520,34227,0.1,0.1
7521,34228,0.2,0.2
7522,34229,0.4,0.4
7523,34230,0.8,0.8
7524,34231,0.2,0.2
7525,34232,0.8,0.8
7526,34233,0.1,0.1
7527,34234,0.8,0.8
7528,34235,0.5,0.5
7529,34236,0.2,0.2
7530,34237,0.2,0.2
7531,34238,0.4,0.4
7532,34239,0.2,0.2
7533,34240,0.1,0.1
7534,34241,0.5,0.5
7535,34242,0.1,0.1
7536,34243,0.1,0.1
7537,34244,0.7,0.7
7538,34245,0.7,0.7
7539,34246,0.8,0.8
7540,34247,0.1,0.1
7541,34248,0.8,0.8
7542,34249,0.1,0.1
7543,34250,0.5,0.5
7544,34251,0.2,0.2
7545,34252,0.5,0.5
7546,34253,0.3,0.3
7547,34254,0.2,0.2
7548,34255,0.5,0.5
7549,34256,0.4,0.4
7550,34257,0.2,0.2
7551,34258,0.3,0.3
7552,34259,0.1,0.1
7553,34260,0.1,0.1
7554,34261,0.1,0.1
7555,34262,0.6,0.6
7556,34263,0.1,0.1
7557,34264,0.1,0.1
7558,34265,0.1,0.1
7559,34266,0.6,0.6
7560,34267,0.3,0.3
7561,34268,0.1,0.1
7562,34269,0.2,0.2
7563,34270,0.2,0.2
7564,34271,0.3,0.3
7565,34272,0.1,0.1
7566,34273,0.6,0.6
7567,34274,0.4,0.4
7568,34275,0.7,0.7
7569,34276,0.6,0.6
7570,34277,0.5,0.5
7571,34278,0.2,0.2
7572,34279,0.0,0.0
7573,34280,0.3,0.3
7574,34281,0.2,0.2
7575,34282,0.4,0.4
7576,34283,0.8,0.8
7577,34284,0.4,0.4
7578,34285,0.2,0.2
7579,34286,0.2,0.2
7580,34287,0.2,0.2
7581,34288,0.5,0.5
7582,34289,0.2,0.2
7583,34290,0.8,0.8
7584,34291,0.2,0.2
7585,34292,0.1,0.1
7586,34293,0.1,0.1
7587,34294,0.3,0.3
7588,34295,0.9,0.9
7589,34296,0.6,0.6
7590,34297,0.7,0.7
7591,34298,0.4,0.4
7592,34299,0.0,0.0
7593,34300,0.1,0.1
7594,34301,0.4,0.4
7595,34302,0.8,0.8
7596,34303,0.4,0.4
7597,34304,0.2,0.2
7598,34305,0.3,0.3
7599,34306,0.6,0.6
7600,34307,0.2,0.2
7601,34308,0.3,0.3
7602,34309,0.2,0.2
7603,34310,0.2,0.2
7604,34311,0.7,0.7
7605,34312,0.1,0.1
7606,34313,0.4,0.4
7607,34314,0.2,0.2
7608,34315,0.1,0.1
7609,34316,0.8,0.8
7610,34317,0.6,0.6
7611,34318,0.5,0.5
7612,34319,0.6,0.6
7613,34320,0.5,0.5
7614,34321,0.3,0.3
7615,34322,0.4,0.4
7616,34323,0.2,0.2
7617,34324,0.3,0.3
7618,34325,0.4,0.4
7619,34326,0.2,0.2
7620,34327,0.6,0.6
7621,34328,0.2,0.2
7622,34329,0.8,0.8
7623,34330,0.4,0.4
7624,34331,0.2,0.2
7625,34332,0.4,0.4
7626,34333,0.4,0.4
7627,34334,0.2,0.2
7628,34335,0.1,0.1
7629,34336,0.1,0.1
7630,34337,0.1,0.1
7631,34338,0.9,0.9
7632,34339,0.1,0.1
7633,34340,0.4,0.4
7634,34341,0.2,0.2
7635,34342,0.6,0.6
7636,34343,0.2,0.2
7637,34344,0.5,0.5
7638,34345,0.1,0.1
7639,34346,0.1,0.1
7640,34347,0.3,0.3
7641,34348,0.7,0.7
7642,34349,0.7,0.7
7643,34350,0.4,0.4
7644,34351,0.2,0.2
7645,34352,0.4,0.4
7646,34353,0.0,0.0
7647,34354,0.2,0.2
7648,34355,0.8,0.8
7649,34356,0.4,0.4
7650,34357,0.5,0.5
7651,34358,0.5,0.5
7652,34359,0.2,0.2
7653,34360,0.4,0.4
7654,34361,0.6,0.6
7655,34362,0.2,0.2
7656,34363,0.7,0.7
7657,34364,0.4,0.4
7658,34365,0.8,0.8
7659,34366,0.4,0.4
7660,34367,0.1,0.1
7661,34368,0.2,0.2
7662,34369,0.4,0.4
7663,34370,0.4,0.4
7664,34371,0.4,0.4
7665,34372,0.3,0.3
7666,34373,0.5,0.5
7667,34374,0.5,0.5
7668,34375,0.5,0.5
7669,34376,0.7,0.7
7670,34377,0.3,0.3
7671,34378,0.7,0.7
7672,34379,0.7,0.7
7673,34380,0.4,0.4
7674,34381,0.6,0.6
7675,34382,0.7,0.7
7676,34383,0.2,0.2
7677,34384,0.6,0.6
7678,34385,0.5,0.5
7679,34386,0.5,0.5
7680,34387,0.2,0.2
7681,34388,0.5,0.5
7682,34389,0.5,0.5
7683,34390,0.9,0.9
7684,34391,0.2,0.2
7685,34392,0.1,0.1
7686,34393,0.5,0.5
7687,34394,0.1,0.1
7688,34395,0.1,0.1
7689,34396,0.3,0.3
7690,34397,0.2,0.2
7691,34398,0.1,0.1
7692,34399,0.3,0.3
7693,34400,0.8,0.8
7694,34401,0.3,0.3
7695,34402,0.2,0.2
7696,34403,0.6,0.6
7697,34404,0.4,0.4
7698,34405,0.5,0.5
7699,34406,0.6,0.6
7700,34407,0.7,0.7
7701,34408,0.3,0.3
7702,34409,0.7,0.7
7703,34410,0.4,0.4
7704,34411,0.1,0.1
7705,34412,0.8,0.8
7706,34413,0.2,0.2
7707,34414,0.7,0.7
7708,34415,0.4,0.4
7709,34416,0.4,0.4
7710,34417,0.6,0.6
7711,34418,0.4,0.4
7712,34419,0.2,0.2
7713,34420,0.3,0.3
7714,34421,0.7,0.7
7715,34422,0.4,0.4
7716,34423,0.6,0.6
7717,34424,0.5,0.5
7718,34425,0.2,0.2
7719,34426,0.1,0.1
7720,34427,0.8,0.8
7721,34428,0.3,0.3
7722,34429,0.5,0.5
7723,34430,0.5,0.5
7724,34431,0.4,0.4
7725,34432,0.1,0.1
7726,34433,0.5,0.5
7727,34434,0.7,0.7
7728,34435,0.6,0.6
7729,34436,0.8,0.8
7730,34437,0.2,0.2
7731,34438,0.3,0.3
7732,34439,0.5,0.5
7733,34440,0.3,0.3
7734,34441,0.1,0.1
7735,34442,0.5,0.5
7736,34443,0.1,0.1
7737,34444,0.2,0.2
7738,34445,0.0,0.0
7739,34446,0.1,0.1
7740,34447,0.3,0.3
7741,34448,0.1,0.1
7742,34449,0.4,0.4
7743,34450,0.8,0.8
7744,34451,0.1,0.1
7745,34452,0.4,0.4
7746,34453,0.2,0.2
7747,34454,0.4,0.4
7748,34455,0.2,0.2
7749,34456,0.4,0.4
7750,34457,0.4,0.4
7751,34458,0.2,0.2
7752,34459,0.4,0.4
7753,34460,0.2,0.2
7754,34461,0.3,0.3
7755,34462,0.1,0.1
7756,34463,0.3,0.3
7757,34464,0.3,0.3
7758,34465,0.4,0.4
7759,34466,0.2,0.2
7760,34467,0.8,0.8
7761,34468,0.8,0.8
7762,34469,0.1,0.1
7763,34470,0.6,0.6
7764,34471,0.1,0.1
7765,34472,0.8,0.8
7766,34473,0.5,0.5
7767,34474,0.5,0.5
7768,34475,0.4,0.4
7769,34476,0.8,0.8
7770,34477,0.3,0.3
7771,34478,0.4,0.4
7772,34479,0.2,0.2
7773,34480,0.2,0.2
7774,34481,0.5,0.5
7775,34482,0.5,0.5
7776,34483,0.4,0.4
7777,34484,0.2,0.2
7778,34485,0.7,0.7
7779,34486,0.5,0.5
7780,34487,0.2,0.2
7781,34488,0.9,0.9
7782,34489,0.2,0.2
7783,34490,0.7,0.7
7784,34491,0.5,0.5
7785,34492,0.0,0.0
7786,34493,0.6,0.6
7787,34494,0.2,0.2
7788,34495,0.2,0.2
7789,34496,0.3,0.3
7790,34497,0.5,0.5
7791,34498,0.1,0.1
7792,34499,0.7,0.7
7793,34500,0.8,0.8
7794,34501,0.6,0.6
7795,34502,0.2,0.2
7796,34503,0.4,0.4
7797,34504,0.2,0.2
7798,34505,0.2,0.2
7799,34506,0.3,0.3
7800,34507,0.1,0.1
7801,34508,0.9,0.9
7802,34509,0.2,0.2
7803,34510,0.4,0.4
7804,34511,0.4,0.4
7805,34512,0.2,0.2
7806,34513,0.9,0.9
7807,34514,0.5,0.5
7808,34515,0.4,0.4
7809,34516,0.6,0.6
7810,34517,0.2,0.2
7811,34518,0.2,0.2
7812,34519,0.2,0.2
7813,34520,0.6,0.6
7814,34521,0.2,0.2
7815,34522,0.6,0.6
7816,34523,0.4,0.4
7817,34524,0.8,0.8
7818,34525,0.1,0.1
7819,34526,0.2,0.2
7820,34527,0.2,0.2
7821,34528,0.0,0.0
7822,34529,0.4,0.4
7823,34530,0.4,0.4
7824,34531,0.5,0.5
7825,34532,0.2,0.2
7826,34533,0.8,0.8
7827,34534,0.4,0.4
7828,34535,0.3,0.3
7829,34536,0.4,0.4
7830,34537,0.1,0.1
7831,34538,0.5,0.5
7832,34539,0.3,0.3
7833,34540,0.4,0.4
7834,34541,0.2,0.2
7835,34542,0.3,0.3
7836,34543,0.3,0.3
7837,34544,0.2,0.2
7838,34545,0.8,0.8
7839,34546,0.1,0.1
7840,34547,0.5,0.5
7841,34548,0.5,0.5
7842,34549,0.2,0.2
7843,34550,0.4,0.4
7844,34551,0.5,0.5
7845,34552,0.1,0.1
7846,34553,0.6,0.6
7847,34554,0.2,0.2
7848,34555,0.4,0.4
7849,34556,0.3,0.3
7850,34557,0.6,0.6
7851,34558,0.4,0.4
7852,34559,0.0,0.0
7853,34560,0.1,0.1
7854,34561,0.1,0.1
7855,34562,0.1,0.1
7856,34563,0.6,0.6
7857,34564,0.7,0.7
7858,34565,0.7,0.7
7859,34566,0.8,0.8
7860,34567,0.2,0.2
7861,34568,0.1,0.1
7862,34569,0.4,0.4
7863,34570,0.4,0.4
7864,34571,0.5,0.5
7865,34572,0.4,0.4
7866,34573,0.1,0.1
7867,34574,0.3,0.3
7868,34575,0.3,0.3
7869,34576,0.3,0.3
7870,34577,0.7,0.7
7871,34578,0.3,0.3
7872,34579,0.2,0.2
7873,34580,0.3,0.3
7874,34581,0.2,0.2
7875,34582,0.3,0.3
7876,34583,0.5,0.5
7877,34584,0.5,0.5
7878,34585,0.2,0.2
7879,34586,0.1,0.1
7880,34587,0.5,0.5
7881,34588,0.8,0.8
7882,34589,0.6,0.6
7883,34590,0.8,0.8
7884,34591,0.1,0.1
7885,34592,0.4,0.4
7886,34593,0.5,0.5
7887,34594,0.5,0.5
7888,34595,0.2,0.2
7889,34596,0.4,0.4
7890,34597,0.2,0.2
7891,34598,0.3,0.3
7892,34599,0.4,0.4
7893,34600,0.6,0.6
7894,34601,0.3,0.3
7895,34602,0.3,0.3
7896,34603,0.2,0.2
7897,34604,0.4,0.4
7898,34605,0.8,0.8
7899,34606,0.1,0.1
7900,34607,0.8,0.8
7901,34608,0.5,0.5
7902,34609,0.4,0.4
7903,34610,0.2,0.2
7904,34611,0.0,0.0
7905,34612,0.1,0.1
7906,34613,0.1,0.1
7907,34614,0.6,0.6
7908,34615,0.2,0.2
7909,34616,0.5,0.5
7910,34617,0.0,0.0
7911,34618,0.7,0.7
7912,34619,0.3,0.3
7913,34620,0.2,0.2
7914,34621,0.5,0.5
7915,34622,0.3,0.3
7916,34623,0.7,0.7
7917,34624,0.2,0.2
7918,34625,0.5,0.5
7919,34626,0.5,0.5
7920,34627,0.0,0.0
7921,34628,0.4,0.4
7922,34629,0.1,0.1
7923,34630,0.2,0.2
7924,34631,0.5,0.5
7925,34632,0.1,0.1
7926,34633,0.2,0.2
7927,34634,0.4,0.4
7928,34635,0.1,0.1
7929,34636,0.3,0.3
7930,34637,0.3,0.3
7931,34638,0.6,0.6
7932,34639,0.2,0.2
7933,34640,0.2,0.2
7934,34641,0.1,0.1
7935,34642,0.5,0.5
7936,34643,0.8,0.8
7937,34644,0.3,0.3
7938,34645,0.2,0.2
7939,34646,0.2,0.2
7940,34647,0.3,0.3
7941,34648,0.1,0.1
7942,34649,0.5,0.5
7943,34650,0.4,0.4
7944,34651,0.5,0.5
7945,34652,0.4,0.4
7946,34653,0.4,0.4
7947,34654,0.5,0.5
7948,34655,0.1,0.1
7949,34656,0.2,0.2
7950,34657,0.7,0.7
7951,34658,0.2,0.2
7952,34659,0.3,0.3
7953,34660,0.6,0.6
7954,34661,0.5,0.5
7955,34662,0.2,0.2
7956,34663,0.7,0.7
7957,34664,0.6,0.6
7958,34665,0.4,0.4
7959,34666,0.3,0.3
7960,34667,0.2,0.2
7961,34668,0.7,0.7
7962,34669,0.5,0.5
7963,34670,0.4,0.4
7964,34671,0.5,0.5
7965,34672,0.4,0.4
7966,34673,0.3,0.3
7967,34674,0.2,0.2
7968,34675,0.7,0.7
7969,34676,0.8,0.8
7970,34677,0.2,0.2
7971,34678,0.9,0.9
7972,34679,0.7,0.7
7973,34680,0.6,0.6
7974,34681,0.1,0.1
7975,34682,0.4,0.4
7976,34683,0.4,0.4
7977,34684,0.1,0.1
7978,34685,0.3,0.3
7979,34686,0.6,0.6
7980,34687,0.4,0.4
7981,34688,0.5,0.5
7982,34689,0.2,0.2
7983,34690,0.4,0.4
7984,34691,0.3,0.3
7985,34692,0.7,0.7
7986,34693,0.2,0.2
7987,34694,0.6,0.6
7988,34695,0.2,0.2
7989,34696,0.7,0.7
7990,34697,0.1,0.1
7991,34698,0.1,0.1
7992,34699,0.3,0.3
7993,34700,0.2,0.2
7994,34701,0.2,0.2
7995,34702,0.3,0.3
7996,34703,0.1,0.1
7997,34704,0.7,0.7
7998,34705,0.7,0.7
7999,34706,0.5,0.5
8000,34707,0.2,0.2
8001,34708,0.4,0.4
8002,34709,0.2,0.2
8003,34710,0.1,0.1
8004,34711,0.5,0.5
8005,34712,0.8,0.8
8006,34713,0.3,0.3
8007,34714,0.2,0.2
8008,34715,0.2,0.2
8009,34716,0.6,0.6
8010,34717,0.3,0.3
8011,34718,0.2,0.2
8012,34719,0.8,0.8
8013,34720,0.4,0.4
8014,34721,0.2,0.2
8015,34722,0.2,0.2
8016,34723,0.2,0.2
8017,34724,0.5,0.5
8018,34725,0.9,0.9
8019,34726,0.1,0.1
8020,34727,0.9,0.9
8021,34728,0.6,0.6
8022,34729,0.6,0.6
8023,34730,0.1,0.1
8024,34731,0.2,0.2
8025,34732,0.5,0.5
8026,34733,0.8,0.8
8027,34734,0.2,0.2
8028,34735,0.5,0.5
8029,34736,0.9,0.9
8030,34737,0.3,0.3
8031,34738,0.1,0.1
8032,34739,0.2,0.2
8033,34740,0.6,0.6
8034,34741,0.2,0.2
8035,34742,0.3,0.3
8036,34743,0.1,0.1
8037,34744,0.2,0.2
8038,34745,0.2,0.2
8039,34746,0.2,0.2
8040,34747,0.2,0.2
8041,34748,0.8,0.8
8042,34749,0.2,0.2
8043,34750,0.4,0.4
8044,34751,0.5,0.5
8045,34752,0.8,0.8
8046,34753,0.9,0.9
8047,34754,0.3,0.3
8048,34755,0.8,0.8
8049,34756,0.6,0.6
8050,34757,0.5,0.5
8051,34758,0.3,0.3
8052,34759,0.3,0.3
8053,34760,0.3,0.3
8054,34761,0.2,0.2
8055,34762,0.6,0.6
8056,34763,0.6,0.6
8057,34764,0.2,0.2
8058,34765,0.2,0.2
8059,34766,0.6,0.6
8060,34767,0.6,0.6
8061,34768,0.5,0.5
8062,34769,0.3,0.3
8063,34770,0.4,0.4
8064,34771,0.8,0.8
8065,34772,0.5,0.5
8066,34773,0.4,0.4
8067,34774,0.5,0.5
8068,34775,0.3,0.3
8069,34776,0.0,0.0
8070,34777,0.1,0.1
8071,34778,0.6,0.6
8072,34779,0.2,0.2
8073,34780,0.2,0.2
8074,34781,0.6,0.6
8075,34782,0.0,0.0
8076,34783,0.3,0.3
8077,34784,0.2,0.2
8078,34785,0.2,0.2
8079,34786,0.2,0.2
8080,34787,0.5,0.5
8081,34788,0.8,0.8
8082,34789,0.4,0.4
8083,34790,0.3,0.3
8084,34791,0.2,0.2
8085,34792,0.1,0.1
8086,34793,0.5,0.5
8087,34794,0.3,0.3
8088,34795,0.1,0.1
8089,34796,0.7,0.7
8090,34797,0.4,0.4
8091,34798,0.8,0.8
8092,34799,0.3,0.3
8093,34800,0.2,0.2
8094,34801,0.6,0.6
8095,34802,0.2,0.2
8096,34803,0.7,0.7
8097,34804,0.6,0.6
8098,34805,0.3,0.3
8099,34806,0.5,0.5
8100,34807,0.6,0.6
8101,34808,0.2,0.2
8102,34809,0.3,0.3
8103,34810,0.4,0.4
8104,34811,0.6,0.6
8105,34812,0.4,0.4
8106,34813,0.2,0.2
8107,34814,0.4,0.4
8108,34815,0.3,0.3
8109,34816,0.1,0.1
8110,34817,0.2,0.2
8111,34818,0.5,0.5
8112,34819,0.2,0.2
8113,34820,0.2,0.2
8114,34821,0.3,0.3
8115,34822,0.3,0.3
8116,34823,0.4,0.4
8117,34824,0.1,0.1
8118,34825,0.2,0.2
8119,34826,0.2,0.2
8120,34827,0.4,0.4
8121,34828,0.1,0.1
8122,34829,0.4,0.4
8123,34830,0.3,0.3
8124,34831,0.3,0.3
8125,34832,0.5,0.5
8126,34833,0.1,0.1
8127,34834,0.1,0.1
8128,34835,0.4,0.4
8129,34836,0.5,0.5
8130,34837,0.4,0.4
8131,34838,0.4,0.4
8132,34839,0.8,0.8
8133,34840,0.4,0.4
8134,34841,0.1,0.1
8135,34842,0.5,0.5
8136,34843,0.3,0.3
8137,34844,0.6,0.6
8138,34845,0.4,0.4
8139,34846,0.5,0.5
8140,34847,0.8,0.8
8141,34848,0.3,0.3
8142,34849,0.9,0.9
8143,34850,0.5,0.5
8144,34851,0.4,0.4
8145,34852,0.6,0.6
8146,34853,0.3,0.3
8147,34854,0.4,0.4
8148,34855,0.5,0.5
8149,34856,0.2,0.2
8150,34857,0.0,0.0
8151,34858,0.2,0.2
8152,34859,0.4,0.4
8153,34860,0.4,0.4
8154,34861,0.4,0.4
8155,34862,0.1,0.1
8156,34863,0.0,0.0
8157,34864,0.6,0.6
8158,34865,0.5,0.5
8159,34866,0.7,0.7
8160,34867,0.0,0.0
8161,34868,0.7,0.7
8162,34869,0.3,0.3
8163,34870,0.6,0.6
8164,34871,0.4,0.4
8165,34872,0.7,0.7
8166,34873,0.1,0.1
8167,34874,0.4,0.4
8168,34875,0.5,0.5
8169,34876,0.7,0.7
8170,34877,0.5,0.5
8171,34878,0.7,0.7
8172,34879,0.5,0.5
8173,34880,0.2,0.2
8174,34881,0.8,0.8
8175,34882,0.1,0.1
8176,34883,0.4,0.4
8177,34884,0.2,0.2
8178,34885,0.8,0.8
8179,34886,0.5,0.5
8180,34887,0.2,0.2
8181,34888,0.7,0.7
8182,34889,0.1,0.1
8183,34890,0.2,0.2
8184,34891,0.0,0.0
8185,34892,0.9,0.9
8186,34893,0.1,0.1
8187,34894,0.2,0.2
8188,34895,0.8,0.8
8189,34896,0.4,0.4
8190,34897,0.7,0.7
8191,34898,0.6,0.6
8192,34899,0.7,0.7
8193,34900,0.2,0.2
8194,34901,0.1,0.1
8195,34902,0.1,0.1
8196,34903,0.1,0.1
8197,34904,0.1,0.1
8198,34905,0.2,0.2
8199,34906,0.3,0.3
8200,34907,0.2,0.2
8201,34908,0.3,0.3
8202,34909,0.3,0.3
8203,34910,0.8,0.8
8204,34911,0.2,0.2
8205,34912,0.1,0.1
8206,34913,0.3,0.3
8207,34914,0.5,0.5
8208,34915,0.1,0.1
8209,34916,0.3,0.3
8210,34917,0.8,0.8
8211,34918,0.3,0.3
8212,34919,0.4,0.4
8213,34920,0.8,0.8
8214,34921,0.6,0.6
8215,34922,0.2,0.2
8216,34923,0.4,0.4
8217,34924,0.5,0.5
8218,34925,0.2,0.2
8219,34926,0.3,0.3
8220,34927,0.5,0.5
8221,34928,0.7,0.7
8222,34929,0.5,0.5
8223,34930,0.5,0.5
8224,34931,0.5,0.5
8225,34932,0.4,0.4
8226,34933,0.2,0.2
8227,34934,0.2,0.2
8228,34935,0.5,0.5
8229,34936,0.8,0.8
8230,34937,0.1,0.1
8231,34938,0.8,0.8
8232,34939,0.3,0.3
8233,34940,0.9,0.9
8234,34941,0.1,0.1
8235,34942,0.6,0.6
8236,34943,0.4,0.4
8237,34944,0.1,0.1
8238,34945,0.4,0.4
8239,34946,0.2,0.2
8240,34947,0.3,0.3
8241,34948,0.0,0.0
8242,34949,0.3,0.3
8243,34950,0.2,0.2
8244,34951,0.3,0.3
8245,34952,0.8,0.8
8246,34953,0.7,0.7
8247,34954,0.9,0.9
8248,34955,0.2,0.2
8249,34956,0.4,0.4
8250,34957,0.3,0.3
8251,34958,0.8,0.8
8252,34959,0.4,0.4
8253,34960,0.3,0.3
8254,34961,0.8,0.8
8255,34962,0.6,0.6
8256,34963,0.8,0.8
8257,34964,0.2,0.2
8258,34965,0.4,0.4
8259,34966,0.1,0.1
8260,34967,0.1,0.1
8261,34968,0.4,0.4
8262,34969,0.5,0.5
